id,first_name,last_name,email,sex,birthday,category_preference_id,street,house_number,city_id,is_premium
242,Diana,Frick,diana.frick@dfrick.de,w,1985-07-18 00:00:00,12,Am Ebelfeld,1,283,1
243,Hanna,Fischer,h-fischer@web.de,w,1998-02-27 00:00:00,10,Cunoweg,2,1044,1
244,Janin,Ludwig,janin.ludwig@gmail.com,w,1980-07-09 00:00:00,8,An St. Peter,115,2770,1
245,Pascal,Müller,p.mueller1997@web.de,m,1997-06-03 00:00:00,5,Zur Lamper,52,470,0
246,Meike,Hornung,meike_hornung@gmx.de,w,1981-03-23 00:00:00,,Stefan-Hoog-Straße,113,1899,1
247,Johann,Mohr,mohrj@gmx.de,m,2003-04-01 00:00:00,10,Hochlandstraße,86,980,0
248,Anna,Albers,anna.albers2002@1und1.de,w,2002-06-15 00:00:00,7,Parkstraße,57,1014,1
249,Frauke,Meyer,frauke.meyer@t-online.de,d,1966-02-09 00:00:00,4,An der Kirche,2,1757,0
250,Hannah,Hagen,hannahhagen@gmx.de,w,2007-03-25 00:00:00,10,Steingasse,12,2138,1
251,Jannik,Berg,j_berg@web.de,m,1997-02-16 00:00:00,10,Beckersberg,4,849,0
252,Daniela,Stamm,daniela-stamm@web.de,w,1979-10-21 00:00:00,3,Am Eckelhof,21,3420,1
253,Cathrin,Krämer,cathrinkraemer@web.de,w,1980-08-13 00:00:00,8,Im Brombeerfeld,10,1766,1
254,Jessica,Möller,moellerje1971@gmail.com,w,1971-10-01 00:00:00,8,Holleracker,38,1722,1
255,Maria,Rößler,mariaroessler@gmx.net,w,1981-12-22 00:00:00,8,Eberbacher Weg,3,2406,1
256,Susan,Krause,sukrause@web.de,w,1981-10-06 00:00:00,3,Kantorenweg,86,1781,1
257,Ann,Hopp,ann_hopp1980@outlook.com,w,1980-04-13 00:00:00,2,Meisenweg,31,204,1
258,Jonas,Huber,huber.j@gmx.net,m,1981-10-07 00:00:00,3,Schloth,29,1714,0
259,Alice,Wirth,alice.wirth@gmx.de,w,1999-08-21 00:00:00,13,Haiger Straße,133,272,1
260,Leonard,Gebauer,leonardgebauer@freenet.de,m,1990-12-30 00:00:00,3,Bachstraße,106,581,0
261,Katharina,Beyer,kbeyer92@gmail.com,w,1992-09-18 00:00:00,10,Granfeld,54,431,1
262,Tom,Marx,marx.tom1998@yahoo.de,m,1998-03-15 00:00:00,5,Heinrich-Zutt-Straße,66,1770,0
263,Mats,Lehner,mats-lehner@yahoo.de,m,1991-01-28 00:00:00,3,Hohlweg,39,2262,0
264,Philipp,Meyer,philipp.meyer@gmx.de,m,1997-01-23 00:00:00,7,Mühlenweg,46,1207,0
265,Annabelle,Schiffer,annabelleschiffer@outlook.com,d,1999-05-09 00:00:00,10,Zeppelinstraße,1,389,0
266,Amelie,Pieper,ameliepieper@icloud.com,w,2004-10-27 00:00:00,10,Schillerstraße,235,1553,1
267,Toni,Seiler,toni.seiler@gmx.de,Keine Angabe,2003-01-25 00:00:00,,Auf der Rothecke,1,947,0
268,Ulrike,Ulrich,ulrichulrike72@web.de,w,1972-05-25 00:00:00,8,Holzwiese,44,1050,1
269,Lucas,Falk,l-falk19@gmail.com,m,1996-06-28 00:00:00,10,An den Herrenhäusern,61,825,0
270,Serkan,Schmid,serkanschmid@outlook.com,m,1987-04-02 00:00:00,8,Talstraße,23,315,0
271,Jason,Gerdes,gerdes-jason@jasongerdes.de,m,2007-09-09 00:00:00,5,Schreibersche Mühlweg,47,1733,0
272,Ben,Seidel,seidelbe00@freenet.de,m,2000-06-05 00:00:00,10,Außenliegend 25,10,2373,0
273,Joana,Kirchner,jkirchner@gmail.com,w,1990-03-27 00:00:00,8,Kurt-Schumacher-Anlage,6,3088,1
274,Manuel,Zöller,m_zoeller15@gmail.com,m,1957-09-10 00:00:00,4,Richthofstraße,4,491,0
275,Paul,Weiß,paul-weiss1964@icloud.com,m,1964-10-02 00:00:00,4,Vor der Höhe,16,2220,0
276,Lucas,Schwarz,schwarz-lucas2005@gmail.com,m,2005-12-23 00:00:00,5,In der Hahnhecke,43,2198,0
277,Nicole,Claus,n.claus1970@web.de,w,1970-06-24 00:00:00,7,Mühlenstraße,16,1185,1
278,Sascha,Spindler,saschaspindler94@t-online.de,m,1994-07-22 00:00:00,7,Liede,63,602,0
279,Fabian,Groß,fa.gross1992@web.de,m,1992-02-18 00:00:00,3,Elme,82,3498,0
280,Nikola,Kilian,nikola-kilian@1und1.de,m,1984-04-16 00:00:00,2,Am Pfarrhaus,123,261,0
281,Sarah,Koch,sarahkoch@1und1.de,w,2004-12-14 00:00:00,10,Hähnleiner Straße,16,1860,1
282,Janina,Frey,j_frey@gmail.com,w,1995-07-21 00:00:00,7,Baslerstraße,18,2386,1
283,Jakob,Werner,j_werner1992@outlook.com,m,1992-04-16 00:00:00,8,Am Hintersand,76,1472,0
284,Sylwia,Strauß,sylwiastrauss1980@outlook.com,w,1980-08-05 00:00:00,7,Erlenweg,75,1655,1
285,Friederike,Böhme,friederikeboehme65@gmx.de,w,1965-09-20 00:00:00,7,Am Kreuzweg,25,2483,1
286,Marina,Will,will.marina@web.de,w,1974-02-20 00:00:00,8,Zur Wolfsdelle,31,982,1
287,Viola,Weise,violaweise@gmail.com,w,1989-09-28 00:00:00,9,Vorbach,15,2070,1
288,Anita,Martin,martin-an@gmx.de,w,1966-06-21 00:00:00,9,Am grünen Herrenweg,223,534,1
289,Michael,Mueller,michaelmueller@gmail.com,m,1965-08-21 00:00:00,7,Von-Schildeck-Straße,10,2302,0
290,Anna,Röder,aroeder1992@aol.com,w,1992-07-16 00:00:00,7,Gartenweg,116,2066,1
291,Pascal,Reinke,preinke2001@gmail.com,m,2001-09-24 00:00:00,5,Kohlwaldstraße,89,546,0
292,Sibylle,Loos,s.loos@web.de,w,1981-04-30 00:00:00,8,Am Kalbesberg,3d,1288,1
293,Valentin,Voigt,voigtva@yahoo.mail,m,2001-04-20 00:00:00,10,Minnefeld,32,1983,0
294,Marcel,Wagner,wagner-ma@outlook.com,m,1996-09-06 00:00:00,7,Schloßstraße,22,554,0
295,Kira,Reiter,kira.reiter@freenet.de,w,1993-06-18 00:00:00,7,Dr.-Heumann-Weg,17,2851,1
296,Kevin,Langner,ke.langner70@gmail.com,m,1970-12-20 00:00:00,7,Burg Breuberg,50,426,0
297,Torsten,Böhme,to.boehme1965@gmx.de,m,1965-01-12 00:00:00,7,Zum kühlen Grund,78,2302,0
298,Liane,Elsner,lianeelsner@yahoo.mail,w,1969-04-26 00:00:00,11,Friedrichstraße,33,58,1
299,Maja,Zöller,zoeller.maja@mail.de,w,1966-02-07 00:00:00,4,Zum Goldbach,65,115,1
300,Jennifer,Sommer,jennifer-sommer@web.de,w,1996-10-16 00:00:00,7,Tulpenweg,18,169,1
301,Anette,Benz,anette.benz@web.de,w,1968-10-18 00:00:00,7,Weberweg,28,2234,1
302,Marlene,Stenzel,m.stenzel@t-online.de,w,1985-04-04 00:00:00,8,Lempstraße,9,1542,1
303,Malgorzata,Walter,malgorzata-walter@web.de,w,1960-08-09 00:00:00,7,Weberweg,7,3519,1
304,Wera,Göbel,goebelwera@outlook.com,w,1969-10-12 00:00:00,7,Mittelweg,55,2378,1
305,Martina,Beckmann,beckmannma61@yahoo.mail,w,1961-11-14 00:00:00,4,Weststraße,37,1415,1
306,Jana,Wolf,wolfjana2007@gmx.net,w,2007-12-23 00:00:00,13,Am Wall,88,2188,1
307,Gunnar,Kirchner,gunnarkirchner1981@gmail.com,m,1981-12-15 00:00:00,,Auf der Windhecke,31,1716,0
308,Christian,Köhler,christian.koehler36@gmx.de,m,1995-05-17 00:00:00,10,Am Erbsenborn,12,1490,0
309,Horst,Schneider,schneiderhorst67@mail.de,m,1967-07-13 00:00:00,7,Prinzenstraße,12,1287,0
310,Michael,Ernst,ernstm@t-online.de,m,1991-03-08 00:00:00,3,Dienbergstraße,9,757,0
311,Christina,Weber,christina_weber@freenet.de,w,1968-09-12 00:00:00,,Brünnchenweg,35,291,1
312,Ursula,Winkler,ursula.winkler65@gmail.com,w,1965-06-28 00:00:00,9,Otto-Haese-Straße,48,1832,1
313,Melanie,Simon,simon_me1981@web.de,w,1981-06-07 00:00:00,4,Am Holing,19,1271,1
314,Sebastian,Sievers,s.sievers@gmail.com,m,1986-03-22 00:00:00,8,Marie-Juchacz-Weg,10,2201,0
315,Agnieszka,Janzen,agnieszka_janzen89@t-online.de,w,1989-09-06 00:00:00,8,Gersdorfer Straße,18,418,1
316,Annett,Schweizer,annett.schweizer1974@outlook.com,w,1974-01-04 00:00:00,,Wiesenweg,35,1238,1
317,Nadja,Schmid,nadja.schmid@gmx.net,w,1964-04-30 00:00:00,4,Straße des 17. Juni,6,1052,1
318,Vievienne,Krug,v.krug@gmx.de,w,1993-03-23 00:00:00,7,An der Wasserbase,49,1679,1
319,Jacqueline,Weinert,jacqueline.weinert@web.de,w,1975-08-21 00:00:00,8,Elsebachweg,26,1736,1
320,Mehmet,Scheffler,mehmet.scheffler@icloud.com,m,1977-03-15 00:00:00,9,Amselweg,39,478,0
321,Miriam,Evers,m.evers@gmail.com,w,1977-04-30 00:00:00,8,An der Sonder,111,1938,1
322,Katja,Richter,katja_richter1978@outlook.com,w,1978-10-28 00:00:00,8,August-Bebel-Straße,21,2060,1
323,Stefanie,Müller,smueller@outlook.com,w,1973-05-19 00:00:00,9,Feldstraße,4,1011,1
324,Maurice,Schindler,mschindler95@gmail.com,m,1995-04-02 00:00:00,7,Zur Wolfsdelle,15,616,0
325,Nikolas,Hübner,nikolashuebner@gmx.de,m,1991-06-15 00:00:00,3,Sandweg,26,1854,0
326,Malgorzata,Gehrke,mgehrke1966@me.com,Keine Angabe,1966-09-09 00:00:00,4,Blockhaus Obernberg,1,1881,0
327,Jeannette,Will,jeannette-will@gmail.com,w,1969-05-04 00:00:00,9,Heilstätterstraße,29,1118,1
328,Gabriele,Stadler,gabriele_stadler@1und1.de,w,1968-11-24 00:00:00,7,Zum Bicketal,178,1174,1
329,Marco,Hensel,marco.hensel@gmx.net,m,1986-07-18 00:00:00,8,Fliederweg,143,1494,0
330,Jana,Göbel,janagoebel72@gmail.com,w,1972-01-03 00:00:00,7,An der Schleifmühle,21,1217,1
331,Adrian,Schmidt,adrianschmidt@gmail.com,m,1994-05-23 00:00:00,5,Hauptstraße,15,3305,0
332,Christian,Kühnel,christiankuehnel@yahoo.de,d,1976-08-29 00:00:00,8,Egenrother Weg,5,2123,0
333,Katrin,Wegener,katrin-wegener76@1und1.de,w,1976-07-05 00:00:00,2,Beethovenstraße,121,670,1
334,Maik,Lang,m.lang@gmail.com,m,2006-05-22 00:00:00,5,Grüner Weg,57,525,0
335,Hannah,Adam,hadam2004@gmx.de,w,2004-01-30 00:00:00,10,Karlstraße,41,1161,1
336,Gordon,Schubert,gordon.schubert1971@yahoo.de,m,1971-08-29 00:00:00,11,Im Storchennest,54,2883,0
337,Linn,Zink,linn.zink@gmail.com,w,1991-10-20 00:00:00,1,Lange Straße,11,1090,1
338,Julia,Wolff,juliawolff92@gmail.com,w,1992-09-27 00:00:00,7,Vor der Kirche,33,1790,1
339,Denis,Schmidt,denisschmidt@web.de,m,1994-09-06 00:00:00,7,Am Stadtbrunnen,4,1125,0
340,Johannes,Jakob,j.jakob@jjakob.com,m,1989-01-25 00:00:00,9,Gerhart-Hauptmann-Straße,4,158,0
341,Axel,Ziegler,axel.ziegler68@gmx.net,m,1968-07-02 00:00:00,4,Kirchplatz,15,140,0
342,Abdul,Friedl,a.friedl1967@yahoo.mail,m,1967-07-24 00:00:00,9,Hof zur Schanze,35,895,0
343,Stefanie,Heider,stefanie.heider@yahoo.de,w,1959-05-31 00:00:00,7,Heegacker,11,378,1
344,Tina,Lippert,t.lippert@1und1.de,w,1991-11-09 00:00:00,3,Kapellenweg,8,1459,1
345,Luna,Wagner,lwagner04@freenet.de,w,2004-05-31 00:00:00,12,Sudetenlandstraße,66,94,1
346,Nadja,Janssen,nadja.janssen1982@web.de,w,1982-06-08 00:00:00,3,Außenliegend Forsthaus,1,1814,1
347,Len,Schumacher,lenschumacher@web.de,m,2005-04-21 00:00:00,5,Am Nußgrund,18,94,0
348,André,Heinrich,andre-heinrich@gmail.com,d,1993-05-17 00:00:00,7,Höbäckerweg,62,1548,0
349,Dörte,Seeger,do.seeger@1und1.de,w,1970-02-28 00:00:00,4,Philipp-Schmunck-Straße,63,1722,1
350,David,Zimmermann,d.zimmermann2000@gmx.de,m,2000-05-02 00:00:00,5,Im Buhles,18,1850,0
351,Artur,Knoll,artur-knoll@web.de,m,1992-09-06 00:00:00,1,Die Seewiesen,5,218,0
352,Anke,Heinemann,anke-heinemann1974@outlook.com,w,1974-11-17 00:00:00,8,Löffelgasse,6,1533,1
353,Mia,Lehmann,milehmann96@gmx.de,w,1996-09-23 00:00:00,3,Mittelweg,14,1021,1
354,Leonard,Faber,leonard-faber@gmx.net,m,1996-07-07 00:00:00,7,Rasengärten,37,1334,0
355,Annika,Kahl,annika_kahl@gmail.com,w,1996-03-28 00:00:00,7,Meisenweg,4,2281,1
356,Barbara,Winter,winterb@web.de,w,1966-04-23 00:00:00,,Beethovenstraße,25,996,1
357,Jutta,Becker,jbecker@icloud.com,w,1979-12-30 00:00:00,8,Reiterweg,64,376,1
358,Ralf,Reimann,rreimann@gmx.net,m,1967-03-27 00:00:00,7,Vehlener Straße,88,1868,0
359,Caren,Peters,caren.peters@gmx.net,w,1991-01-11 00:00:00,,Heinrich-Zutt-Straße,112,2185,1
360,Julian,Kohl,ju.kohl@gmx.de,m,1992-08-13 00:00:00,7,Rainberg,16,3498,0
361,Ingrid,Neumann,i-neumann@ingridneumann.de,w,1975-06-10 00:00:00,4,Bachhorststraße,87,1373,1
362,Dieter,Zimmermann,dieter.zimmermann@gmx.de,m,1966-05-23 00:00:00,9,Buchenweg,12,1619,0
363,Stefanie,Heine,stefanieheine@gmail.com,w,1984-02-21 00:00:00,8,Zum Bicketal,4,2075,1
364,Victor,Ehlert,victor.ehlert81@gmx.de,m,1981-04-06 00:00:00,8,Grabenstraße,27,1896,0
365,Mareike,Fritzsche,mareikefritzsche@gmx.de,w,1993-09-25 00:00:00,7,Ysenburgerstraße,4,1924,1
366,Martin,Mann,ma.mann@yahoo.de,m,1968-11-14 00:00:00,4,Nußallee,20,3011,0
367,Tanja,Gabriel,tanja.gabriel@gmx.de,w,1979-03-08 00:00:00,4,Hafenmühlenweg,7,1655,1
368,Susanne,Schwarze,susanne_schwarze@gmx.net,w,1980-06-17 00:00:00,8,Im tiefen Teich,25,1075,1
369,Benjamin,Schubert,benjaminschubert@schubert.de,m,1990-11-14 00:00:00,8,Friedrichsgasse,45,1972,0
370,Julia,Becker,j_becker@web.de,w,1992-10-30 00:00:00,7,Unter-Sorger-Straße,77,1109,1
371,Chantale,Born,chantale.born@outlook.com,w,1997-10-02 00:00:00,13,Rosenweg,14,1027,1
372,Julian,Ortmann,julian_ortmann93@aol.com,m,1993-11-07 00:00:00,10,Banater Straße,19,1788,0
373,Hasan,Hillebrand,hillebrand-h@gmail.com,m,1989-07-25 00:00:00,3,Glatthaferweg,30,723,0
374,Marie,Fischer,mfischer@gmx.de,w,1985-04-30 00:00:00,,Hardbachstraße,70,1416,1
375,Jutta,Huber,jutta.huber@jhuber.com,w,1967-11-21 00:00:00,9,Erika-Köth-Weg,16,1628,1
376,Jörn,Martens,joern.martens@t-online.de,m,1988-12-22 00:00:00,3,Am Stadtfeldchen,137,1677,0
377,Marc,Engelhardt,marc_engelhardt@web.de,m,1972-10-07 00:00:00,4,Ulrich-von-Hassell-Weg,173,915,0
378,Cornelia,Bernhard,c.bernhard1971@yahoo.de,w,1971-05-13 00:00:00,7,Blumenstraße,21,1789,1
379,Beatrice,Weber,beatrice_weber82@gmx.de,w,1982-04-11 00:00:00,6,Am Sandring,103,1171,1
380,Angelica,Schneider,a.schneider1967@gmx.net,w,1967-02-16 00:00:00,7,Twernegasse,5,1682,1
381,Brigitte,Meißner,brigittemeissner@yahoo.mail,w,1960-03-05 00:00:00,4,Unter der Waldschule,44,21,1
382,Marion,Vogt,marion_vogt@web.de,w,1965-01-04 00:00:00,4,Raiffeisenstraße,33,1041,1
383,Kai,Müller,muellerk@web.de,m,1973-07-21 00:00:00,13,Mittelweg,60,1122,0
384,Valentin,Bauer,v_bauer@icloud.com,d,1981-09-11 00:00:00,3,Eichenweg,147,71,0
385,Steffen,Siegel,steffen.siegel@gmx.de,m,1971-04-17 00:00:00,4,Kohlwaldstraße,165,232,0
386,Jan,Böhme,jboehme@gmail.com,m,1997-03-01 00:00:00,7,Am Trauar,6,39,0
387,Marcel,Schmid,schmid.marcel@gmx.de,m,1997-07-20 00:00:00,5,Huserstraße,29,2888,0
388,Jannik,Wolff,jannikwolff1994@web.de,m,1994-12-10 00:00:00,10,Heckenwiesenweg,13,441,0
389,Mareike,Klaus,mareikeklaus@gmx.de,w,1990-06-26 00:00:00,13,Sonnenweg,91,731,1
390,Simon,Bayer,simon.bayer92@simonbayer.de,m,1992-08-18 00:00:00,10,Wiesenweg,9,3518,0
391,Anna,Schmitz,anna.schmitz88@gmx.net,w,1988-07-15 00:00:00,3,Rosenhöhe,69,3024,1
392,Sandra,Wolter,sandra.wolter1982@yahoo.de,w,1982-04-19 00:00:00,8,Wahlersee,39,378,1
393,Chiara,Hering,chiarahering@gmx.de,w,2002-04-17 00:00:00,12,Stefan-Hoog-Straße,160,178,1
394,Jan,Ackermann,ackermannjan@web.de,m,1993-01-20 00:00:00,7,Auf den neuen Höfen,287,1426,0
395,Cedric,Hummel,cedrichummel@gmx.de,m,1995-05-16 00:00:00,3,Walter-Rohmeis-Straße,22,723,0
396,Christina,Kretschmer,christinakretschmer@web.de,w,1971-07-29 00:00:00,8,Zum Schöffengrund,95,936,1
397,Janet,Stoll,janet_stoll1979@web.de,w,1979-06-26 00:00:00,3,Ysenburgerstraße,31,711,1
398,Manuel,Weise,manuel.weise@gmx.de,m,1983-03-09 00:00:00,12,Am Moosberg,75,243,0
399,Michaela,Brunner,mi.brunner@web.de,w,1980-05-15 00:00:00,10,Am Starksborn,18,2720,1
400,Ina,Kraft,inakraft@outlook.com,w,1985-03-03 00:00:00,2,Hohe Straße,50,2177,1
401,Jacqueline,Winkler,jawinkler@outlook.com,w,1966-04-06 00:00:00,5,Kohlhain,62,3236,1
402,Celine,Witte,cwitte@gmx.de,w,2002-11-22 00:00:00,13,Foßecke,54,888,1
403,Michaela,Lorenz,mlorenz@web.de,w,1965-06-26 00:00:00,4,Gregorstraße,9,2157,1
404,Samantha,Fürst,fuerst-samantha2001@web.de,w,2001-01-24 00:00:00,10,Tulpenweg,7,967,1
405,Victor,Haase,victorhaase@outlook.com,m,1962-04-26 00:00:00,7,Biedenkopfer Weg,1,1564,0
406,Hans,König,hans.koenig@gmail.com,m,1960-03-04 00:00:00,7,Gutenbergstraße,4,1868,0
407,Ingo,Mader,ingomader@web.de,m,1977-10-21 00:00:00,3,Vautswiesenweg,46,83,0
408,Franziska,Berger,franziska-berger52@web.de,w,1986-05-06 00:00:00,8,Hahnenbuschstraße,29,849,1
409,Carla,Schütte,cschuette@t-online.de,w,1998-03-15 00:00:00,,Hans-Roß-Straße,42,146,1
410,Ayse,Jakob,aysejakob@outlook.com,w,1971-04-08 00:00:00,7,Rosenweg,42,3303,1
411,Tom,Schulte,tomschulte@web.de,m,1971-05-20 00:00:00,11,Am Sportplatz,33,2237,0
412,Diana,Lohmann,diana-lohmann@t-online.de,w,1992-11-29 00:00:00,10,Waldstraße,37,1082,1
413,Waldemar,Junker,wa.junker76@gmail.com,m,1976-10-07 00:00:00,4,Otto-Loewi-Straße,95,782,0
414,Lucas,Teichmann,teichmann.lucas@gmx.net,m,2006-07-05 00:00:00,5,Borstein,45,55,0
415,Alexandra,Fischer,fischer.alexandra@gmail.com,d,1971-09-12 00:00:00,4,Hanfgartenstraße,40,102,0
416,Elisa,Kühn,ekuehn@web.de,w,2007-10-22 00:00:00,13,Zum Schottengrund,56,732,1
417,Jürgen,Grimm,grimm.juergen@web.de,m,1965-07-27 00:00:00,,Wilhelmstraße,139,2003,0
418,Marcel,Mader,marcelmader05@web.de,m,2005-05-24 00:00:00,5,Erlingsberg,14,1701,0
419,Jan,Klotz,jan.klotz@gmx.net,m,1988-07-02 00:00:00,3,Diezer Straße,31,537,0
420,Irene,Scholz,i.scholz@gmail.com,w,1966-09-28 00:00:00,13,Gewerbepark Untere Au,79,451,1
421,Jutta,Böhme,boehme.jutta64@gmx.de,w,1964-12-29 00:00:00,7,Mühlweg,136,400,1
422,Eva,Wagner,wagnereva@gmx.de,w,1965-07-06 00:00:00,7,Feldweg,85,339,1
423,Henrike,Hoffmann,henrikehoffmann@outlook.com,w,1982-10-24 00:00:00,13,Steedener Weg,20,874,1
424,Marie,Becker,mariebecker@gmail.com,w,1983-03-15 00:00:00,8,Haydnstraße,38,1306,1
425,Ivonne,Volz,ivolz1977@gmx.net,w,1977-02-11 00:00:00,9,Erzhäuser Straße,15,893,1
426,Wiebke,Köhler,wiebke.koehler@gmx.net,w,1965-06-30 00:00:00,4,Mühlweg,12,11,1
427,Simon,Simon,simon-simon@yahoo.de,m,1970-04-21 00:00:00,7,Talstraße,1,851,0
428,Aylin,Fischer,aylinfischer@gmail.com,w,1996-11-05 00:00:00,8,Ziegelei-Allee,4,2264,1
429,Jennifer,Horn,jennifer.horn78@gmail.com,w,1978-05-20 00:00:00,2,Ulmenweg,81,286,1
430,Gunnar,Jaeger,jaegerg@yahoo.de,m,1974-11-18 00:00:00,8,Amselweg,9,1095,0
431,Christoph,Braun,christophbraun@gmx.de,m,1986-05-12 00:00:00,8,Am Heuerberg,52,865,0
432,Yasmin,Werner,yasmin_werner1984@gmx.net,w,1984-01-04 00:00:00,3,Hannelore-Hingott-Straße,51f,1419,1
433,Anita,Schneider,anita.schneider1979@gmail.com,w,1979-04-14 00:00:00,3,Mozartring,69,925,1
434,Michael,Janßen,michaeljanssen@gmx.de,m,1977-02-08 00:00:00,2,Erich-Kästner-Schule,68,1700,0
435,Fabian,Hartmann,hartmann.fabian4@web.de,m,1990-09-01 00:00:00,3,Wacholderweg,25,2967,0
436,Stefan,Schröder,stefanschroeder@web.de,m,1979-08-28 00:00:00,10,Rosenstraße,16,220,0
437,Elena,Heinrich,elena-heinrich@gmx.net,w,1999-06-19 00:00:00,10,In den Pfortenwiesen,54,3360,1
438,Sigrid,Eberle,si_eberle1959@gmx.net,w,1959-08-20 00:00:00,7,Blumenweg,40,1250,1
439,Michael,Richter,mirichter@gmail.com,m,1971-03-13 00:00:00,2,Hafenmühlenweg,17,940,0
440,Stefan,Hübner,stefanhuebner1986@gmx.de,m,1986-02-15 00:00:00,11,Am Petershof,13,2174,0
441,Vanessa,Sander,vanessa.sander@gmail.com,w,1993-08-27 00:00:00,10,Am Mühlstein,4,2230,1
442,Isabel,Schuler,isabelschuler@me.com,w,1996-07-15 00:00:00,10,Brückenstraße,7,1952,1
443,Kim,Weber,kim.weber@yahoo.mail,w,2006-05-03 00:00:00,,Pestalozzistraße,1,932,1
444,Ilka,Zimmermann,izimmermann@icloud.com,w,1960-07-21 00:00:00,4,Buchwälder Weg,35,1779,1
445,Verena,Behrendt,verenabehrendt31@outlook.com,w,1978-08-07 00:00:00,3,Hofgut Winnerod,25,2018,1
446,Steffen,Renner,steffen.renner@gmx.de,m,1986-08-24 00:00:00,3,Birkenweg,25,1875,0
447,Sebastian,Simon,sebastian.simon86@gmx.de,m,1986-09-19 00:00:00,3,Kneibenweg,52,456,0
448,Sara,Friedrichs,s-friedrichs@icloud.com,w,1995-01-06 00:00:00,10,Albert-Schweitzer-Weg,94,1298,1
449,Oliver,Horn,o.horn@gmx.net,m,1973-11-02 00:00:00,2,Peter-Grieß-Straße,12,1066,0
450,Angelique,Wolf,angelique_wolf@yahoo.de,w,1995-04-29 00:00:00,7,Feldweg,27,1265,1
451,Beate,Geyer,b-geyer@gmail.com,w,1987-12-10 00:00:00,10,Alois-Henninger-Straße,20,1848,1
452,Michael,Reinhardt,michaelreinhardt@gmx.de,m,1986-09-16 00:00:00,3,Am Rötchen,9,2242,0
453,Sabrina,Schmidt,s_schmidt23@web.de,w,1987-08-07 00:00:00,3,Johann-Stelz-Straße,79,1890,1
454,Cedric,Schütz,schuetzce@gmx.net,m,2008-10-25 00:00:00,5,Karl-Bröger-Straße,85,1089,0
455,Bianca,Becker,b_becker80@yahoo.de,w,1980-05-18 00:00:00,3,Birkenweg,122,498,1
456,Jannik,Voss,j.voss@freenet.de,m,1990-04-06 00:00:00,3,Liederbachstraße,17,914,0
457,Karin,Kellermann,kellermannk@web.de,w,1983-08-26 00:00:00,8,Kirchstraße,45,2131,1
458,Tuana,Günther,tuana.guenther@t-online.de,w,2000-01-12 00:00:00,9,Querstraße,2,1807,1
459,Jannik,Müller,jmueller@gmx.de,m,1993-11-08 00:00:00,3,Im tiefen Teich,29,2109,0
460,Anna,Winkler,awinkler@gmx.de,w,2007-04-21 00:00:00,12,Vorbach,14,139,1
461,Christina,Walther,cwalther1990@gmx.de,w,1990-02-22 00:00:00,3,Hinter Sahlenberg,48,64,1
462,Klara,Kühl,klara_kuehl@klarakuehl.org,w,2002-11-21 00:00:00,13,Heinrich-Heine-Straße,22,224,1
463,Sören,Reinhold,reinholdsoeren@gmail.com,m,1988-05-03 00:00:00,8,Buchengraben,103,3354,0
464,Anna,Nagel,anna.nagel@gmx.de,w,1990-05-31 00:00:00,3,Mainzer Ring,42,725,1
465,Anton,Faber,fabera@gmx.de,m,1991-08-10 00:00:00,8,Spelzmühlweg,17,1682,0
466,Lara,Hein,larahein95@gmail.com,w,1995-10-14 00:00:00,7,Irmtrauter Hof,22,2581,1
467,Selina,Keller,selina.keller@web.de,w,1991-03-19 00:00:00,3,Am Hilsberg,98,481,1
468,Jule,Nowak,ju.nowak@1und1.de,w,2000-01-29 00:00:00,12,Mühlenstraße,31,1054,1
469,Hanna,Trapp,trapphanna92@gmx.de,w,1992-12-09 00:00:00,10,Stegerwaldstraße,114,374,1
470,Kaja,Stock,k.stock98@gmx.net,w,1998-04-01 00:00:00,10,Chattenhof,12,1509,1
471,Christian,Radtke,christianradtke@gmail.com,m,1978-02-24 00:00:00,8,Grifter Straße,8,793,0
472,Marina,Walz,walz_marina1990@outlook.com,w,1990-09-12 00:00:00,3,Flurstraße,44,1334,1
473,Victor,Vogt,victor.vogt@web.de,m,1966-02-28 00:00:00,6,Schillerstraße,13,1857,0
474,Jannis,Kock,janniskock1994@gmx.net,m,1994-10-15 00:00:00,7,Im Sauerborn,90,500,0
475,Julia,Schulze,julia-schulze@gmail.com,w,1994-07-02 00:00:00,4,Dahlienweg,44,326,1
476,Ann,Pohl,ann.pohl@gmail.com,w,1998-09-20 00:00:00,12,Friedenstraße,17,157,1
477,Lennard,Dieckmann,ldieckmann@web.de,m,1986-03-30 00:00:00,3,Mühlweg,40,2453,0
478,Lucas,Oswald,lucas.oswald@outlook.com,m,1987-08-27 00:00:00,8,Am alten Graben,44,3354,0
479,Toni,Köster,koesterto04@-koester.net,m,2004-12-18 00:00:00,10,An der Leimenkaut,1,1241,0
480,Sabine,Schulte,s-schulte1972@outlook.com,w,1972-06-23 00:00:00,,Mühlenweg,6,2138,1
481,Michael,Ahrens,michael.ahrens@gmx.de,m,1972-10-07 00:00:00,3,Schillerstraße,101,1857,0
482,Liam,Hohmann,liamhohmann@gmail.com,m,2006-02-08 00:00:00,5,Blumenstraße,15,1427,0
483,Franziska,Volkmann,volkmann_franziska@gmx.net,w,1975-05-25 00:00:00,11,Franz-Werfel-Straße,16,923,1
484,Andre,Müller,an.mueller1966@gmx.de,m,1966-04-07 00:00:00,,Am Haßlocher Fußpfad,6,2367,0
